Uniprot-Accession,S9-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
P70227,CHOYP_LOC100375107.1.4|m.8458,0,0,0,0,0,0,0,0,3.00E-66,"Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)",Itpr3,2670,calcium ion transport [GO:0006816]; calcium ion transport into cytosol [GO:0060402]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; response to calcium ion [GO:0051592]; sensory perception of bitter taste [GO:0050913]; sensory perception of sweet taste [GO:0050916]; sensory perception of umami taste [GO:0050917],GO:0005220; GO:0005509; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005789; GO:0005886; GO:0005887; GO:0006816; GO:0007613; GO:0015278; GO:0016020; GO:0035091; GO:0043235; GO:0050913; GO:0050916; GO:0050917; GO:0051592; GO:0060291; GO:0060402; GO:0070679,,,,PF08709;PF00520;PF02815;PF08454;PF01365;,"cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; calcium-release channel activity [GO:0015278]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0005220]; phosphatidylinositol binding [GO:0035091]; calcium ion transport [GO:0006816]; calcium ion transport into cytosol [GO:0060402]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; response to calcium ion [GO:0051592]; sensory perception of bitter taste [GO:0050913]; sensory perception of sweet taste [GO:0050916]; sensory perception of umami taste [GO:0050917]"
Q8NFH5,CHOYP_LOC101064384.1.1|m.19175,0,0,0,0,0,0,0,0,4.00E-68,Nucleoporin NUP53 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin Nup35),NUP35 MP44 NUP53,326,"gene silencing by RNA [GO:0031047]; intracellular transport of virus [GO:0075733]; mitotic nuclear envelope disassembly [GO:0007077]; mRNA export from nucleus [GO:0006406]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore organization [GO:0006999]; protein sumoylation [GO:0016925]; regulation of cellular response to heat [GO:1900034]; regulation of glucose transport [GO:0010827]; regulation of transcription, DNA-templated [GO:0006355]; transmembrane transport [GO:0055085]; tRNA export from nucleus [GO:0006409]; viral process [GO:0016032]; viral transcription [GO:0019083]",GO:0003697; GO:0005487; GO:0005543; GO:0005635; GO:0005652; GO:0005654; GO:0005886; GO:0006355; GO:0006406; GO:0006409; GO:0006607; GO:0006999; GO:0007077; GO:0010827; GO:0016032; GO:0016925; GO:0019083; GO:0031047; GO:0031965; GO:0044613; GO:0044615; GO:0055085; GO:0075733; GO:1900034,,,,PF05172;,"nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear pore central transport channel [GO:0044613]; nuclear pore nuclear basket [GO:0044615]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; nucleocytoplasmic transporter activity [GO:0005487]; phospholipid binding [GO:0005543]; single-stranded DNA binding [GO:0003697]; gene silencing by RNA [GO:0031047]; intracellular transport of virus [GO:0075733]; mitotic nuclear envelope disassembly [GO:0007077]; mRNA export from nucleus [GO:0006406]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore organization [GO:0006999]; protein sumoylation [GO:0016925]; regulation of cellular response to heat [GO:1900034]; regulation of glucose transport [GO:0010827]; regulation of transcription, DNA-templated [GO:0006355]; transmembrane transport [GO:0055085]; tRNA export from nucleus [GO:0006409]; viral process [GO:0016032]; viral transcription [GO:0019083]"
Q9DBF7,CHOYP_LOC577351.1.1|m.17664,1,0,0,0,0,0,0,0,4.00E-10,Pre-mRNA-splicing factor CWC25 homolog (Coiled-coil domain-containing protein 49) (Spliceosome-associated protein homolog CWC25),Cwc25 Ccdc49,416,,GO:0016607,,,,PF10197;PF12542;,nuclear speck [GO:0016607]
Q7PR68,CHOYP_MED7.1.1|m.48813,0,0,0,0,0,0,0,0,6.00E-87,Mediator of RNA polymerase II transcription subunit 7 (Mediator complex subunit 7),MED7 AGAP002823,219,"transcription, DNA-templated [GO:0006351]",GO:0001104; GO:0006351; GO:0016592; GO:0070847,,,,PF05983;,"core mediator complex [GO:0070847]; mediator complex [GO:0016592]; RNA polymerase II transcription cofactor activity [GO:0001104]; transcription, DNA-templated [GO:0006351]"
Q80ZE5,CHOYP_PAQR8.1.2|m.7723,0,0,0,0,0,0,0,0,1.00E-56,Membrane progestin receptor beta (mPR beta) (Progestin and adipoQ receptor family member VIII),Paqr8 Mprb,354,multicellular organism development [GO:0007275]; oogenesis [GO:0048477]; response to steroid hormone [GO:0048545],GO:0003707; GO:0005496; GO:0005794; GO:0005886; GO:0007275; GO:0016021; GO:0048477; GO:0048545,,,,PF03006;,Golgi apparatus [GO:0005794]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; steroid binding [GO:0005496]; steroid hormone receptor activity [GO:0003707]; multicellular organism development [GO:0007275]; oogenesis [GO:0048477]; response to steroid hormone [GO:0048545]
Q9Y5B0,CHOYP_PHUM_PHUM378040.1.1|m.15341,0,0,0,0,0,0,0,0,2.00E-93,RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase),CTDP1 FCP1,961,cell division [GO:0051301]; dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; exit from mitosis [GO:0010458]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; positive regulation of viral transcription [GO:0050434]; protein dephosphorylation [GO:0006470]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription from RNA polymerase II promoter [GO:0006366],GO:0000922; GO:0004721; GO:0005654; GO:0005737; GO:0005813; GO:0005819; GO:0006366; GO:0006368; GO:0006470; GO:0008420; GO:0010458; GO:0015629; GO:0016591; GO:0016607; GO:0030496; GO:0050434; GO:0051233; GO:0051301; GO:0061052; GO:0070940,,,cd00027;,PF09309;PF03031;,"actin cytoskeleton [GO:0015629]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; DNA-directed RNA polymerase II, holoenzyme [GO:0016591]; midbody [GO:0030496]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spindle [GO:0005819]; spindle midzone [GO:0051233]; spindle pole [GO:0000922]; CTD phosphatase activity [GO:0008420]; phosphoprotein phosphatase activity [GO:0004721]; cell division [GO:0051301]; dephosphorylation of RNA polymerase II C-terminal domain [GO:0070940]; exit from mitosis [GO:0010458]; negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; positive regulation of viral transcription [GO:0050434]; protein dephosphorylation [GO:0006470]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription from RNA polymerase II promoter [GO:0006366]"
O17287,CHOYP_TOMM22.1.1|m.48750,0,0,0,0,0,0,0,0,1.00E-18,Mitochondrial import receptor subunit TOM22 homolog,tomm-22 W10D9.5,109,protein import into mitochondrial matrix [GO:0030150]; protein import into mitochondrial outer membrane [GO:0045040],GO:0005742; GO:0030150; GO:0031307; GO:0045040,,,,PF04281;,integral component of mitochondrial outer membrane [GO:0031307]; mitochondrial outer membrane translocase complex [GO:0005742]; protein import into mitochondrial matrix [GO:0030150]; protein import into mitochondrial outer membrane [GO:0045040]
Q6RFH5,CHOYP_WDR74.1.1|m.19017,0,0,0,0,0,0,0,0,4.00E-92,WD repeat-containing protein 74 (NOP seven-associated protein 1),WDR74 NSA1,385,ribosomal large subunit biogenesis [GO:0042273],GO:0005634; GO:0005730; GO:0030687; GO:0042273,,,,PF00400;,"nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, large subunit precursor [GO:0030687]; ribosomal large subunit biogenesis [GO:0042273]"
P08953,CHOYP_AAEL_AAEL000057.1.1|m.36013,0,0,0,0,0,0,0,0,0.0000002,Protein toll,Tl CG5490,1097,antifungal humoral response [GO:0019732]; antimicrobial humoral response [GO:0019730]; cell adhesion [GO:0007155]; defense response [GO:0006952]; defense response to fungus [GO:0050832]; defense response to Gram-positive bacterium [GO:0050830]; defense response to oomycetes [GO:0002229]; dorsal/ventral axis specification [GO:0009950]; embryonic pattern specification [GO:0009880]; heart development [GO:0007507]; hemocyte proliferation [GO:0035172]; hemopoiesis [GO:0030097]; immune response [GO:0006955]; innate immune response [GO:0045087]; larval somatic muscle development [GO:0007526]; mitotic cytokinesis [GO:0000281]; positive regulation of antibacterial peptide biosynthetic process [GO:0006963]; positive regulation of antifungal peptide biosynthetic process [GO:0006967]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of embryonic pattern specification [GO:1902875]; regulation of hemocyte differentiation [GO:0045610]; regulation of melanization defense response [GO:0035007]; response to bacterium [GO:0009617]; response to fungus [GO:0009620]; synapse assembly [GO:0007416]; synaptic target inhibition [GO:0016201]; Toll signaling pathway [GO:0008063]; zygotic specification of dorsal/ventral axis [GO:0007352],GO:0000281; GO:0002229; GO:0004888; GO:0005737; GO:0005769; GO:0005886; GO:0006952; GO:0006955; GO:0006963; GO:0006967; GO:0007155; GO:0007352; GO:0007416; GO:0007507; GO:0007526; GO:0008063; GO:0009617; GO:0009620; GO:0009880; GO:0009897; GO:0009950; GO:0009986; GO:0016021; GO:0016201; GO:0019730; GO:0019732; GO:0019955; GO:0030097; GO:0032154; GO:0035007; GO:0035172; GO:0042802; GO:0043234; GO:0045087; GO:0045610; GO:0045944; GO:0050830; GO:0050832; GO:0070976; GO:1902875,,,,PF00560;PF13306;PF13855;PF01462;PF01582;,cell surface [GO:0009986]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; early endosome [GO:0005769]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein complex [GO:0043234]; cytokine binding [GO:0019955]; identical protein binding [GO:0042802]; TIR domain binding [GO:0070976]; transmembrane signaling receptor activity [GO:0004888]; antifungal humoral response [GO:0019732]; antimicrobial humoral response [GO:0019730]; cell adhesion [GO:0007155]; defense response [GO:0006952]; defense response to fungus [GO:0050832]; defense response to Gram-positive bacterium [GO:0050830]; defense response to oomycetes [GO:0002229]; dorsal/ventral axis specification [GO:0009950]; embryonic pattern specification [GO:0009880]; heart development [GO:0007507]; hemocyte proliferation [GO:0035172]; hemopoiesis [GO:0030097]; immune response [GO:0006955]; innate immune response [GO:0045087]; larval somatic muscle development [GO:0007526]; mitotic cytokinesis [GO:0000281]; positive regulation of antibacterial peptide biosynthetic process [GO:0006963]; positive regulation of antifungal peptide biosynthetic process [GO:0006967]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of embryonic pattern specification [GO:1902875]; regulation of hemocyte differentiation [GO:0045610]; regulation of melanization defense response [GO:0035007]; response to bacterium [GO:0009617]; response to fungus [GO:0009620]; synapse assembly [GO:0007416]; synaptic target inhibition [GO:0016201]; Toll signaling pathway [GO:0008063]; zygotic specification of dorsal/ventral axis [GO:0007352]
Q5UPE3,CHOYP_AASI_1435.2.35|m.17918,0,0,0,0,0,0,0,0,4.00E-17,Putative ankyrin repeat protein L62,MIMI_L62,252,,,,,,PF12796;,
P09690,CHOYP_ACH91.1.1|m.48865,0,0,0,0,0,0,0,0,6.00E-59,Acetylcholine receptor subunit beta,Chrnb1 Acrb,501,"behavioral response to nicotine [GO:0035095]; cation transport [GO:0006812]; muscle contraction [GO:0006936]; muscle fiber development [GO:0048747]; neurological system process [GO:0050877]; neuromuscular synaptic transmission [GO:0007274]; postsynaptic membrane organization [GO:0001941]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; skeletal muscle contraction [GO:0003009]; synaptic transmission, cholinergic [GO:0007271]",GO:0001941; GO:0003009; GO:0005886; GO:0005892; GO:0006812; GO:0006936; GO:0007165; GO:0007271; GO:0007274; GO:0015267; GO:0022848; GO:0030054; GO:0035094; GO:0035095; GO:0042166; GO:0042391; GO:0045202; GO:0045211; GO:0048747; GO:0050877,,,,PF02931;PF02932;,"acetylcholine-gated channel complex [GO:0005892]; cell junction [GO:0030054]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202]; acetylcholine binding [GO:0042166]; acetylcholine-gated cation-selective channel activity [GO:0022848]; channel activity [GO:0015267]; behavioral response to nicotine [GO:0035095]; cation transport [GO:0006812]; muscle contraction [GO:0006936]; muscle fiber development [GO:0048747]; neurological system process [GO:0050877]; neuromuscular synaptic transmission [GO:0007274]; postsynaptic membrane organization [GO:0001941]; regulation of membrane potential [GO:0042391]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; skeletal muscle contraction [GO:0003009]; synaptic transmission, cholinergic [GO:0007271]"
Q7ZWB7,CHOYP_BBS5.1.1|m.56560,0.5,0,0,0,0,0,0,0,0,Bardet-Biedl syndrome 5 protein homolog,bbs5 zgc:56578,342,cilium assembly [GO:0060271]; compound eye development [GO:0048749]; compound eye photoreceptor development [GO:0042051]; gastrulation [GO:0007369]; heart looping [GO:0001947]; intracellular transport [GO:0046907]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; pigment granule aggregation in cell center [GO:0051877]; pronephros formation [GO:0072116],GO:0001947; GO:0005737; GO:0007369; GO:0032266; GO:0032402; GO:0034464; GO:0036064; GO:0042051; GO:0046907; GO:0048749; GO:0051877; GO:0060170; GO:0060271; GO:0070121; GO:0072116,,,,PF07289;,BBSome [GO:0034464]; ciliary basal body [GO:0036064]; ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; phosphatidylinositol-3-phosphate binding [GO:0032266]; cilium assembly [GO:0060271]; compound eye development [GO:0048749]; compound eye photoreceptor development [GO:0042051]; gastrulation [GO:0007369]; heart looping [GO:0001947]; intracellular transport [GO:0046907]; Kupffer's vesicle development [GO:0070121]; melanosome transport [GO:0032402]; pigment granule aggregation in cell center [GO:0051877]; pronephros formation [GO:0072116]
Q95JT3,CHOYP_BRAFLDRAFT_125356.3.3|m.35009,0.5,0,0,0,0,0,0,0,2.00E-67,Leucine-rich repeat-containing protein 43,LRRC43 QtsA-13548,654,,,,,,PF13855;,
Q3V6T2,CHOYP_GRDN.1.5|m.12675,0,0,0,0,0,0,0,0,0,Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1),CCDC88A APE GRDN KIAA1212,1871,activation of protein kinase B activity [GO:0032148]; cell migration [GO:0016477]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705]; DNA replication [GO:0006260]; lamellipodium assembly [GO:0030032]; membrane organization [GO:0061024]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell proliferation [GO:0042127]; regulation of DNA replication [GO:0006275]; regulation of neuron projection development [GO:0010975]; regulation of protein phosphorylation [GO:0001932]; TOR signaling [GO:0031929],GO:0001932; GO:0003779; GO:0005783; GO:0005794; GO:0005813; GO:0005814; GO:0005829; GO:0005886; GO:0006260; GO:0006275; GO:0008017; GO:0010975; GO:0016020; GO:0016477; GO:0030027; GO:0030032; GO:0030705; GO:0031122; GO:0031410; GO:0031929; GO:0032148; GO:0032956; GO:0035091; GO:0036064; GO:0042127; GO:0042803; GO:0043422; GO:0045724; GO:0051959; GO:0061024; GO:1903566,,,,PF05622;,centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; membrane [GO:0016020]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; dynein light intermediate chain binding [GO:0051959]; microtubule binding [GO:0008017]; phosphatidylinositol binding [GO:0035091]; protein homodimerization activity [GO:0042803]; protein kinase B binding [GO:0043422]; activation of protein kinase B activity [GO:0032148]; cell migration [GO:0016477]; cytoplasmic microtubule organization [GO:0031122]; cytoskeleton-dependent intracellular transport [GO:0030705]; DNA replication [GO:0006260]; lamellipodium assembly [GO:0030032]; membrane organization [GO:0061024]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell proliferation [GO:0042127]; regulation of DNA replication [GO:0006275]; regulation of neuron projection development [GO:0010975]; regulation of protein phosphorylation [GO:0001932]; TOR signaling [GO:0031929]
Q90871,CHOYP_IRF5.1.1|m.58123,0.5,0,0,0,0,0,0,0,4.00E-51,Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (ICSBP),IRF8 ICSBP ICSBP1,425,"cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; myeloid cell differentiation [GO:0030099]; negative regulation of growth of symbiont in host [GO:0044130]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; phagocytosis [GO:0006909]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription, DNA-templated [GO:0006351]",GO:0000122; GO:0000978; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0006909; GO:0030099; GO:0032729; GO:0032735; GO:0042742; GO:0042832; GO:0044130; GO:0045944; GO:0060261; GO:0071222; GO:0071346,,,,PF00605;PF10401;,"cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; myeloid cell differentiation [GO:0030099]; negative regulation of growth of symbiont in host [GO:0044130]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; phagocytosis [GO:0006909]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-12 production [GO:0032735]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription initiation from RNA polymerase II promoter [GO:0060261]; transcription, DNA-templated [GO:0006351]"
