Uniprot-Accession,S2-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-name
Q8IWY4,CHOYP_BRAFLDRAFT_98740.3.7|m.46571,0.5,0,0,0,0,0,0,0,2.00E-40,"Signal peptide, CUB and EGF-like domain-containing protein 1",SCUBE1,988,adult heart development [GO:0007512]; blood coagulation [GO:0007596]; cell differentiation [GO:0030154]; endothelial cell differentiation [GO:0045446]; inflammatory response [GO:0006954]; positive regulation of smoothened signaling pathway [GO:0045880]; post-embryonic development [GO:0009791]; protein homooligomerization [GO:0051260]; signal transduction [GO:0007165],GO:0005509; GO:0005615; GO:0006954; GO:0007165; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0019897; GO:0030154; GO:0042802; GO:0045446; GO:0045880; GO:0046982; GO:0051260,,,cd00041;,PF12662;PF00431;PF12947;PF07645;PF07699;,cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; adult heart development [GO:0007512]; blood coagulation [GO:0007596]; cell differentiation [GO:0030154]; endothelial cell differentiation [GO:0045446]; inflammatory response [GO:0006954]; positive regulation of smoothened signaling pathway [GO:0045880]; post-embryonic development [GO:0009791]; protein homooligomerization [GO:0051260]; signal transduction [GO:0007165]
O75841,CHOYP_DMOJ_GI12939.1.3|m.5732,0,0,0,0,0,0,0,0,0.000001,Uroplakin-1b (UP1b) (Tetraspanin-20) (Tspan-20) (Uroplakin Ib) (UPIb),UPK1B TSPAN20,260,cell surface receptor signaling pathway [GO:0007166]; epithelial cell differentiation [GO:0030855],GO:0005198; GO:0005887; GO:0007166; GO:0016021; GO:0016324; GO:0030855; GO:0070062,,,,PF00335;,apical plasma membrane [GO:0016324]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; structural molecule activity [GO:0005198]; cell surface receptor signaling pathway [GO:0007166]; epithelial cell differentiation [GO:0030855]
P16354,CHOYP_LOC100149324.1.1|m.5536,0,0,0,0,0,0,0,0,5.00E-28,Phospholipase A2 isozymes PA3A/PA3B/PA5 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase),,143,arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644],GO:0004623; GO:0005576; GO:0006644; GO:0016042; GO:0046872; GO:0050482,,,,PF05826;,extracellular region [GO:0005576]; metal ion binding [GO:0046872]; phospholipase A2 activity [GO:0004623]; arachidonic acid secretion [GO:0050482]; lipid catabolic process [GO:0016042]; phospholipid metabolic process [GO:0006644]
Q69Z37,CHOYP_LOC100367242.1.2|m.48297,0,0,0,0,0,0,0,0,3.00E-70,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),Samd9l Kiaa2005,1561,common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145],GO:0002244; GO:0005769; GO:0017145; GO:0034058; GO:0035726; GO:0042176; GO:0048536,,,,,early endosome [GO:0005769]; common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145]
Q53GL7,CHOYP_LOC100368410.2.2|m.44510,0,0,0,0,0,0,0,0,0.0000003,Poly [ADP-ribose] polymerase 10 (PARP-10) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 10) (ARTD10),PARP10,1025,"NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein import into nucleus, translocation [GO:0033159]; negative regulation of protein K63-linked ubiquitination [GO:1900045]; negative regulation of viral genome replication [GO:0045071]; protein ADP-ribosylation [GO:0006471]; protein auto-ADP-ribosylation [GO:0070213]; protein poly-ADP-ribosylation [GO:0070212]; regulation of chromatin assembly [GO:0010847]",GO:0003950; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006471; GO:0010629; GO:0010847; GO:0032088; GO:0033159; GO:0034356; GO:0043231; GO:0045071; GO:0048147; GO:0070212; GO:0070213; GO:0070530; GO:1900045,,,,PF00644;,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleolus [GO:0005730]; nucleus [GO:0005634]; K63-linked polyubiquitin binding [GO:0070530]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD biosynthesis via nicotinamide riboside salvage pathway [GO:0034356]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of gene expression [GO:0010629]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of protein import into nucleus, translocation [GO:0033159]; negative regulation of protein K63-linked ubiquitination [GO:1900045]; negative regulation of viral genome replication [GO:0045071]; protein ADP-ribosylation [GO:0006471]; protein auto-ADP-ribosylation [GO:0070213]; protein poly-ADP-ribosylation [GO:0070212]; regulation of chromatin assembly [GO:0010847]"
Q7JQD3,CHOYP_LOC100371249.1.1|m.63118,0,0,0,0,0,0,0,0,4.00E-108,Gelsolin-like protein 1 (Actin-modulator) (EWAM) (EWAM-P1),AM,367,actin filament capping [GO:0051693]; actin filament fragmentation [GO:0030043]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; multicellular organism development [GO:0007275],GO:0003779; GO:0005509; GO:0005737; GO:0005856; GO:0007275; GO:0030041; GO:0030043; GO:0045010; GO:0051014; GO:0051693,,,,PF00626;,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; actin filament capping [GO:0051693]; actin filament fragmentation [GO:0030043]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; multicellular organism development [GO:0007275]
Q7LHG5,CHOYP_LOC100708199.6.6|m.57028,0,0,0,0,0,0,0,0,2.00E-104,Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)],TY3B-I YILWTy3-1 POL YIL082W-A,1498,"DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]",GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197,,,,PF12384;PF00665;PF00078;,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; retrotransposon nucleocapsid [GO:0000943]; aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; peptidase activity [GO:0008233]; ribonuclease activity [GO:0004540]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]; transposition, RNA-mediated [GO:0032197]"
Q28521,CHOYP_LOC100748395.6.7|m.57994,0,0,0,0,0,0,0,0,7.00E-63,"Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (Helix-destabilizing protein) (Single-strand-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]",HNRNPA1 HNRPA1,320,cellular response to sodium arsenite [GO:1903936]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380],GO:0000166; GO:0003723; GO:0005634; GO:0005681; GO:0005737; GO:0006397; GO:0008380; GO:0030529; GO:0051028; GO:1903936,,,,PF11627;PF00076;,cytoplasm [GO:0005737]; intracellular ribonucleoprotein complex [GO:0030529]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; cellular response to sodium arsenite [GO:1903936]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380]
A2RRH5,CHOYP_LOC100888253.1.1|m.18761,0.5,0,0,0,0,0,0,0,2.00E-133,WD repeat-containing protein 27,WDR27,827,,GO:0005654,,,,PF00400;,nucleoplasm [GO:0005654]
P23800,CHOYP_LOC574943.1.1|m.56446,0,0,0,0,0,0,0,0,6.00E-39,Regulator of chromosome condensation (Chromosome condensation protein 1),RCC1 CHC1,421,cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic nuclear division [GO:0007067]; spindle assembly [GO:0051225],GO:0005085; GO:0005634; GO:0005737; GO:0007059; GO:0007067; GO:0031492; GO:0051225; GO:0051301,,,,PF00415;,cytoplasm [GO:0005737]; nucleus [GO:0005634]; guanyl-nucleotide exchange factor activity [GO:0005085]; nucleosomal DNA binding [GO:0031492]; cell division [GO:0051301]; chromosome segregation [GO:0007059]; mitotic nuclear division [GO:0007067]; spindle assembly [GO:0051225]
Q60596,CHOYP_LOC591797.1.3|m.11526,1,0,0,0,0,0,0,0,1.00E-146,DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1),Xrcc1 Xrcc-1,631,base-excision repair [GO:0006284]; DNA repair [GO:0006281]; double-strand break repair via nonhomologous end joining [GO:0006303]; hippocampus development [GO:0021766]; negative regulation of protection from non-homologous end joining at telomere [GO:1905765]; response to drug [GO:0042493]; response to hypoxia [GO:0001666]; response to organic substance [GO:0010033]; single strand break repair [GO:0000012]; telomeric DNA-containing double minutes formation [GO:0061819],GO:0000012; GO:0000784; GO:0001666; GO:0003684; GO:0005634; GO:0006281; GO:0006284; GO:0006303; GO:0010033; GO:0019899; GO:0021766; GO:0042493; GO:0061819; GO:0070522; GO:1905765,,,cd00027;,PF00533;PF16589;PF01834;,"ERCC4-ERCC1 complex [GO:0070522]; nuclear chromosome, telomeric region [GO:0000784]; nucleus [GO:0005634]; damaged DNA binding [GO:0003684]; enzyme binding [GO:0019899]; base-excision repair [GO:0006284]; DNA repair [GO:0006281]; double-strand break repair via nonhomologous end joining [GO:0006303]; hippocampus development [GO:0021766]; negative regulation of protection from non-homologous end joining at telomere [GO:1905765]; response to drug [GO:0042493]; response to hypoxia [GO:0001666]; response to organic substance [GO:0010033]; single strand break repair [GO:0000012]; telomeric DNA-containing double minutes formation [GO:0061819]"
Q8VCM3,CHOYP_LOC763340.1.1|m.60271,0,0,0,0,0,0,0,0,5.00E-57,Zinc finger FYVE domain-containing protein 21,Zfyve21,234,,GO:0005768; GO:0005925; GO:0046872,,,,PF01363;PF16696;,endosome [GO:0005768]; focal adhesion [GO:0005925]; metal ion binding [GO:0046872]
Q9FKW9,CHOYP_MA2A1.1.1|m.19620,0.5,0,0,0,0,0,0,0,3.00E-47,Probable alpha-mannosidase At5g66150 (EC 3.2.1.24),At5g66150 K2A18.23,1047,mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517],GO:0004559; GO:0005773; GO:0006013; GO:0006517; GO:0008270; GO:0030246,,,,PF09261;PF01074;PF07748;,vacuole [GO:0005773]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; zinc ion binding [GO:0008270]; mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]
Q29H55,CHOYP_MB21L.1.1|m.35723,0,0,0,0,0,0,0,0,0.000000004,Protein mab-21-like,GA18415,368,,,,,,PF03281;,
Q8BU85,CHOYP_MSRB3.2.4|m.17278,1,0,0,0,0,0,0,0,3.00E-61,"Methionine-R-sulfoxide reductase B3, mitochondrial (MsrB3) (EC 1.8.4.-)",Msrb3,253,protein repair [GO:0030091]; response to oxidative stress [GO:0006979],GO:0005739; GO:0005783; GO:0006979; GO:0008270; GO:0030091; GO:0033743,,,,PF01641;,endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; peptide-methionine (R)-S-oxide reductase activity [GO:0033743]; zinc ion binding [GO:0008270]; protein repair [GO:0030091]; response to oxidative stress [GO:0006979]
A0JPI9,CHOYP_NEMVEDRAFT_V1G245744.1.1|m.36806,0.5,0,0,0,0,0,0,0,1.00E-44,Leucine-rich repeat-containing protein 74A (Leucine-rich repeat-containing protein 74),Lrrc74a Lrrc74,479,,,,,,PF13516;,
Q9Y4C8,CHOYP_RBM19.1.2|m.28228,0,0,0,0,0,0,0,0,0,Probable RNA-binding protein 19 (RNA-binding motif protein 19),RBM19 KIAA0682,960,multicellular organism development [GO:0007275]; positive regulation of embryonic development [GO:0040019],GO:0000166; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0007275; GO:0016020; GO:0040019,,,,PF00076;,chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; multicellular organism development [GO:0007275]; positive regulation of embryonic development [GO:0040019]
O57415,CHOYP_RREB1.1.1|m.11945,0.5,0,0,0,0,0,0,0,8.00E-62,Ras-responsive element-binding protein 1 (RREB-1),RREB1,1615,"multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; transcription from RNA polymerase II promoter [GO:0006366]",GO:0003700; GO:0005634; GO:0006355; GO:0006366; GO:0007165; GO:0007275; GO:0043565; GO:0044212; GO:0046872,,,,PF13912;,"nucleus [GO:0005634]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; multicellular organism development [GO:0007275]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction [GO:0007165]; transcription from RNA polymerase II promoter [GO:0006366]"
P70122,CHOYP_SBDS.1.1|m.27786,0.5,0,0,0,0,0,0,0,7.00E-122,Ribosome maturation protein SBDS (Protein 22A3) (Shwachman-Bodian-Diamond syndrome protein homolog),Sbds,250,bone marrow development [GO:0048539]; bone mineralization [GO:0030282]; cell proliferation [GO:0008283]; inner cell mass cell proliferation [GO:0001833]; leukocyte chemotaxis [GO:0030595]; mature ribosome assembly [GO:0042256]; mitotic spindle organization [GO:0007052]; rRNA processing [GO:0006364],GO:0000922; GO:0001833; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0007052; GO:0008017; GO:0008283; GO:0019843; GO:0030282; GO:0030595; GO:0042256; GO:0043022; GO:0048539,,,,PF01172;PF09377;,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spindle pole [GO:0000922]; microtubule binding [GO:0008017]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; bone marrow development [GO:0048539]; bone mineralization [GO:0030282]; cell proliferation [GO:0008283]; inner cell mass cell proliferation [GO:0001833]; leukocyte chemotaxis [GO:0030595]; mature ribosome assembly [GO:0042256]; mitotic spindle organization [GO:0007052]; rRNA processing [GO:0006364]
Q9D9G2,CHOYP_AAEL_AAEL007549.1.1|m.13827,0,0,0,0,0,0,0,0,2.00E-22,Phosphatidylethanolamine-binding protein 4 (PEBP-4),Pebp4,242,,GO:0005764; GO:0070062,,,,PF01161;,extracellular exosome [GO:0070062]; lysosome [GO:0005764]
B9E6X1,CHOYP_BRAFLDRAFT_208436.29.32|m.61624,0,0,0,0,0,0,0,0,0.000000007,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),dnaK MCCL_1232,607,protein folding [GO:0006457],GO:0005524; GO:0006457,,,,PF00012;,ATP binding [GO:0005524]; protein folding [GO:0006457]
P15129,CHOYP_BRAFLDRAFT_61250.8.14|m.44214,0,0,0,0,0,0,0,0,2.00E-115,Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (Cytochrome P450 L-2) (Cytochrome P450 isozyme 5),Cyp4b1 Cyp4b-1,511,biphenyl metabolic process [GO:0018879]; cellular aromatic compound metabolic process [GO:0006725]; exogenous drug catabolic process [GO:0042738]; fluorene metabolic process [GO:0018917],GO:0004497; GO:0005506; GO:0005789; GO:0006725; GO:0008144; GO:0015643; GO:0018585; GO:0018879; GO:0018917; GO:0020037; GO:0031090; GO:0042738; GO:0043231; GO:0070330,,,,PF00067;,endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; organelle membrane [GO:0031090]; aromatase activity [GO:0070330]; drug binding [GO:0008144]; fluorene oxygenase activity [GO:0018585]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; toxic substance binding [GO:0015643]; biphenyl metabolic process [GO:0018879]; cellular aromatic compound metabolic process [GO:0006725]; exogenous drug catabolic process [GO:0042738]; fluorene metabolic process [GO:0018917]
A2AIW0,CHOYP_BRAFLDRAFT_65137.1.1|m.64534,0,0,0,0,0,0,0,0,7.00E-18,Serologically defined colon cancer antigen 3 homolog,Sdccag3,432,"cell cycle [GO:0007049]; cell division [GO:0051301]; protein transport [GO:0015031]; regulation of cytokinesis [GO:0032465]; retrograde transport, endosome to plasma membrane [GO:1990126]",GO:0005768; GO:0005769; GO:0007049; GO:0015031; GO:0030496; GO:0030904; GO:0032465; GO:0051301; GO:0055037; GO:1990126,,,,,"early endosome [GO:0005769]; endosome [GO:0005768]; midbody [GO:0030496]; recycling endosome [GO:0055037]; retromer complex [GO:0030904]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein transport [GO:0015031]; regulation of cytokinesis [GO:0032465]; retrograde transport, endosome to plasma membrane [GO:1990126]"
P20481,CHOYP_BUCC.1.2|m.10972,0,0,0,0,0,0,0,0,4.00E-40,Buccalin [Cleaved into: Buccalin-D; Buccalin-E; Buccalin-F; Buccalin-G; Buccalin-H; Buccalin-A; Buccalin-I; Buccalin-J; Buccalin-K; Buccalin-L; Buccalin-B (BUCb); Buccalin-M; Buccalin gene-predicted acidic peptide A (BGPAP A); Buccalin-N; Buccalin-O; Buccalin-P; Buccalin-Q; Buccalin-R; Buccalin-C; Buccalin-S; Buccalin gene-predicted acidic peptide B (BGPAP B)],,505,neuropeptide signaling pathway [GO:0007218],GO:0005576; GO:0007218,,,,,extracellular region [GO:0005576]; neuropeptide signaling pathway [GO:0007218]
