Uniprot-Accession,S3-Protein,0,3,5,7,9,11,13,15,E-value,Protein,Gene,Length,GO-BP,GO-IDs,Pathway,UniPathway,CDD,Pfam,GO-names
Q24157,CHOYP_DPSE_GA18536.2.2|m.47561,0,0,0,0,0,0,0,0,7.00E-43,"Beta-1,3-galactosyltransferase brn (EC 2.4.1.62) (Brainiac protein) (Neurogenic secreted-signaling protein brn)",brn CG4934,325,border follicle cell migration [GO:0007298]; germarium-derived egg chamber formation [GO:0007293]; glycosphingolipid biosynthetic process [GO:0006688]; maintenance of polarity of follicular epithelium [GO:0042248]; morphogenesis of follicular epithelium [GO:0016333]; multicellular organism development [GO:0007275]; Notch signaling pathway [GO:0007219]; oogenesis [GO:0048477]; optic lobe placode formation [GO:0001744]; ovarian follicle cell-cell adhesion [GO:0007299]; ovarian follicle cell development [GO:0030707]; protein glycosylation [GO:0006486],GO:0000139; GO:0001744; GO:0005576; GO:0005795; GO:0006486; GO:0006688; GO:0007219; GO:0007275; GO:0007293; GO:0007298; GO:0007299; GO:0008375; GO:0016021; GO:0016333; GO:0030707; GO:0042248; GO:0046981; GO:0047915; GO:0048477,,,,PF01762;,"extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; integral component of membrane [GO:0016021]; acetylglucosaminyltransferase activity [GO:0008375]; beta-1,4-mannosylglycolipid beta-1,3-N-acetylglucosaminyltransferase activity [GO:0046981]; ganglioside galactosyltransferase activity [GO:0047915]; border follicle cell migration [GO:0007298]; germarium-derived egg chamber formation [GO:0007293]; glycosphingolipid biosynthetic process [GO:0006688]; maintenance of polarity of follicular epithelium [GO:0042248]; morphogenesis of follicular epithelium [GO:0016333]; multicellular organism development [GO:0007275]; Notch signaling pathway [GO:0007219]; oogenesis [GO:0048477]; optic lobe placode formation [GO:0001744]; ovarian follicle cell development [GO:0030707]; ovarian follicle cell-cell adhesion [GO:0007299]; protein glycosylation [GO:0006486]"
Q6NZJ6,CHOYP_EIF4G1.1.2|m.33170,0,0,0,0,0,0,0,0,5.00E-164,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1),Eif4g1,1600,behavioral fear response [GO:0001662]; cellular macromolecule biosynthetic process [GO:0034645]; lung development [GO:0030324]; mitochondrion organization [GO:0007005]; negative regulation of autophagy [GO:0010507]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; positive regulation of cell growth [GO:0030307]; positive regulation of cell proliferation [GO:0008284]; positive regulation of cellular protein metabolic process [GO:0032270]; positive regulation of energy homeostasis [GO:2000507]; positive regulation of eukaryotic translation initiation factor 4F complex assembly [GO:1905537]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of miRNA mediated inhibition of translation [GO:1905618]; positive regulation of mRNA cap binding [GO:1905612]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; regulation of polysome binding [GO:1905696]; regulation of presynapse assembly [GO:1905606]; regulation of translational initiation [GO:0006446]; response to ethanol [GO:0045471]; translation [GO:0006412],GO:0001662; GO:0003723; GO:0003729; GO:0003743; GO:0005524; GO:0005634; GO:0005737; GO:0005844; GO:0005913; GO:0006412; GO:0006446; GO:0007005; GO:0008135; GO:0008190; GO:0008284; GO:0010507; GO:0010801; GO:0016020; GO:0016281; GO:0030307; GO:0030324; GO:0032270; GO:0033138; GO:0034645; GO:0045471; GO:0045666; GO:0098641; GO:1900087; GO:1905537; GO:1905606; GO:1905612; GO:1905618; GO:1905696; GO:2000507,,,,PF02847;PF02854;PF02020;,"cell-cell adherens junction [GO:0005913]; cytoplasm [GO:0005737]; eukaryotic translation initiation factor 4F complex [GO:0016281]; membrane [GO:0016020]; nucleus [GO:0005634]; polysome [GO:0005844]; ATP binding [GO:0005524]; cadherin binding involved in cell-cell adhesion [GO:0098641]; eukaryotic initiation factor 4E binding [GO:0008190]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; translation factor activity, RNA binding [GO:0008135]; translation initiation factor activity [GO:0003743]; behavioral fear response [GO:0001662]; cellular macromolecule biosynthetic process [GO:0034645]; lung development [GO:0030324]; mitochondrion organization [GO:0007005]; negative regulation of autophagy [GO:0010507]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; positive regulation of cell growth [GO:0030307]; positive regulation of cell proliferation [GO:0008284]; positive regulation of cellular protein metabolic process [GO:0032270]; positive regulation of energy homeostasis [GO:2000507]; positive regulation of eukaryotic translation initiation factor 4F complex assembly [GO:1905537]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of miRNA mediated inhibition of translation [GO:1905618]; positive regulation of mRNA cap binding [GO:1905612]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; regulation of polysome binding [GO:1905696]; regulation of presynapse assembly [GO:1905606]; regulation of translational initiation [GO:0006446]; response to ethanol [GO:0045471]; translation [GO:0006412]"
Q05AM5,CHOYP_ELP2.1.1|m.18394,0,0,0,0,0,0,0,0,0,Elongator complex protein 2 (ELP2),elp2 si:dkey-190l1.1 zgc:153559,821,"proteasome assembly [GO:0043248]; regulation of transcription, DNA-templated [GO:0006355]; transcription elongation from RNA polymerase II promoter [GO:0006368]",GO:0000123; GO:0000502; GO:0005737; GO:0006355; GO:0006368; GO:0008023; GO:0033588; GO:0043248; GO:0061133,,,,PF00400;,"cytoplasm [GO:0005737]; Elongator holoenzyme complex [GO:0033588]; histone acetyltransferase complex [GO:0000123]; proteasome complex [GO:0000502]; transcription elongation factor complex [GO:0008023]; endopeptidase activator activity [GO:0061133]; proteasome assembly [GO:0043248]; regulation of transcription, DNA-templated [GO:0006355]; transcription elongation from RNA polymerase II promoter [GO:0006368]"
Q8SRR1,CHOYP_IRO.2.4|m.10201,0,0,0,0,0,0,0,0,1.00E-11,Homeobox protein HD-12 (EcHD-12),HD-12 ECU06_0740,193,"regulation of transcription, DNA-templated [GO:0006355]",GO:0003677; GO:0005634; GO:0006355,,,,PF05920;,"nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]"
Q9R0M3,CHOYP_LOC100367084.10.22|m.44502,0,0,0,0,0,0,0,0,7.00E-22,Sushi-repeat-containing protein SRPX (DRS protein),Srpx,464,autophagy [GO:0006914]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; phagolysosome assembly [GO:0001845]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; response to endoplasmic reticulum stress [GO:0034976],GO:0001845; GO:0005776; GO:0005783; GO:0006914; GO:0034976; GO:0060244; GO:2001241,,,cd00033;,PF13778;PF02494;PF00084;,autophagosome [GO:0005776]; endoplasmic reticulum [GO:0005783]; autophagy [GO:0006914]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; phagolysosome assembly [GO:0001845]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; response to endoplasmic reticulum stress [GO:0034976]
Q9R0M3,CHOYP_LOC100367084.2.22|m.27296,0,0,0,0,0,0,0,0,7.00E-26,Sushi-repeat-containing protein SRPX (DRS protein),Srpx,464,autophagy [GO:0006914]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; phagolysosome assembly [GO:0001845]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; response to endoplasmic reticulum stress [GO:0034976],GO:0001845; GO:0005776; GO:0005783; GO:0006914; GO:0034976; GO:0060244; GO:2001241,,,cd00033;,PF13778;PF02494;PF00084;,autophagosome [GO:0005776]; endoplasmic reticulum [GO:0005783]; autophagy [GO:0006914]; negative regulation of cell proliferation involved in contact inhibition [GO:0060244]; phagolysosome assembly [GO:0001845]; positive regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001241]; response to endoplasmic reticulum stress [GO:0034976]
C3YWU0,CHOYP_LOC100367436.1.1|m.20579,1,0,0,0,0,0,0,0,0,Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase),BRAFLDRAFT_56888,449,fucose metabolic process [GO:0006004],GO:0004560; GO:0005576; GO:0006004,,,,PF01120;PF16757;,extracellular region [GO:0005576]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]
A0JNG4,CHOYP_LOC100374974.12.16|m.47308,0,0,0,0,0,0,0,0,0.000000007,RING finger protein 207,RNF207,556,,GO:0005737; GO:0008270,,,,PF00643;PF00097;,cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]
Q86V88,CHOYP_LOC100877618.1.1|m.39871,0.5,0,0,0,0,0,0,0,4.00E-48,Magnesium-dependent phosphatase 1 (MDP-1) (EC 3.1.3.-) (EC 3.1.3.48),MDP1,176,,GO:0004725; GO:0046872; GO:0070062,,,,PF12689;,extracellular exosome [GO:0070062]; metal ion binding [GO:0046872]; protein tyrosine phosphatase activity [GO:0004725]
Q8R151,CHOYP_LOC100891217.1.1|m.63544,0,0,0,0,0,0,0,0,7.00E-43,NFX1-type zinc finger-containing protein 1,Znfx1,1909,,GO:0003700; GO:0003723; GO:0005634; GO:0008270,,,,,"nucleus [GO:0005634]; RNA binding [GO:0003723]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; zinc ion binding [GO:0008270]"
Q62656,CHOYP_LOC578045.4.5|m.61073,0,0,0,0,0,0,0,0,2.00E-70,Receptor-type tyrosine-protein phosphatase zeta (R-PTP-zeta) (EC 3.1.3.48) (3F8 chondroitin sulfate proteoglycan) (3H1 keratan sulfate proteoglycan) (Phosphacan),Ptprz1 Ptprz Ptpz,2316,axonal fasciculation [GO:0007413]; brain development [GO:0007420]; hippocampus development [GO:0021766]; learning or memory [GO:0007611]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of dendrite development [GO:2000171]; neuron development [GO:0048666]; oligodendrocyte differentiation [GO:0048709]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of cell migration [GO:0030335]; positive regulation of dendrite development [GO:1900006]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron migration [GO:2001224]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of Schwann cell migration [GO:1900149]; protein dephosphorylation [GO:0006470]; regulation of dendrite morphogenesis [GO:0048814]; regulation of oligodendrocyte progenitor proliferation [GO:0070445]; visual learning [GO:0008542],GO:0004725; GO:0005615; GO:0005737; GO:0006470; GO:0007413; GO:0007420; GO:0007611; GO:0008285; GO:0008542; GO:0010812; GO:0010976; GO:0016020; GO:0016021; GO:0016791; GO:0017134; GO:0021766; GO:0030027; GO:0030175; GO:0030335; GO:0030424; GO:0030425; GO:0030426; GO:0031226; GO:0032587; GO:0035335; GO:0043025; GO:0043197; GO:0045211; GO:0048146; GO:0048666; GO:0048709; GO:0048814; GO:0050731; GO:0070445; GO:0072534; GO:1900006; GO:1900149; GO:1901216; GO:2000171; GO:2001224,,,cd00063;,PF00194;PF00041;PF00102;,axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; dendritic spine [GO:0043197]; extracellular space [GO:0005615]; filopodium [GO:0030175]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; intrinsic component of plasma membrane [GO:0031226]; lamellipodium [GO:0030027]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; perineuronal net [GO:0072534]; postsynaptic membrane [GO:0045211]; ruffle membrane [GO:0032587]; fibroblast growth factor binding [GO:0017134]; phosphatase activity [GO:0016791]; protein tyrosine phosphatase activity [GO:0004725]; axonal fasciculation [GO:0007413]; brain development [GO:0007420]; hippocampus development [GO:0021766]; learning or memory [GO:0007611]; negative regulation of cell proliferation [GO:0008285]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of dendrite development [GO:2000171]; neuron development [GO:0048666]; oligodendrocyte differentiation [GO:0048709]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of cell migration [GO:0030335]; positive regulation of dendrite development [GO:1900006]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron migration [GO:2001224]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of Schwann cell migration [GO:1900149]; protein dephosphorylation [GO:0006470]; regulation of dendrite morphogenesis [GO:0048814]; regulation of oligodendrocyte progenitor proliferation [GO:0070445]; visual learning [GO:0008542]
Q7T006,CHOYP_LOC588739.1.1|m.19304,0,0,0,0,0,0,0,0,0,Telomere length regulation protein TEL2 homolog,telo2 si:ch211-153c20.2 zgc:153824,822,,GO:0005634; GO:0005737; GO:0016020,,,,PF10193;,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]
C3YWU0,CHOYP_LOC660225.1.1|m.35196,0,0,0,0,0,0,0,0,2.00E-159,Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase),BRAFLDRAFT_56888,449,fucose metabolic process [GO:0006004],GO:0004560; GO:0005576; GO:0006004,,,,PF01120;PF16757;,extracellular region [GO:0005576]; alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]
Q3J754,CHOYP_PISD.2.2|m.30086,0,0,0,0,0,0,0,0,2.00E-31,Phosphatidylserine decarboxylase proenzyme (EC 4.1.1.65) [Cleaved into: Phosphatidylserine decarboxylase alpha chain; Phosphatidylserine decarboxylase beta chain],psd Noc_2896,306,phosphatidylethanolamine biosynthetic process [GO:0006646],GO:0004609; GO:0005886; GO:0006646,PATHWAY: Phospholipid metabolism; phosphatidylethanolamine biosynthesis; phosphatidylethanolamine from CDP-diacylglycerol: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00662}.,,,PF02666;,plasma membrane [GO:0005886]; phosphatidylserine decarboxylase activity [GO:0004609]; phosphatidylethanolamine biosynthetic process [GO:0006646]
Q9V6K3,CHOYP_PLMN.11.11|m.51036,0,0,0,0,0,0,0,0,1.00E-16,Tyrosine-protein kinase transmembrane receptor Ror2 (dRor2) (EC 2.7.10.1) (Neurospecific receptor tyrosine kinase),Nrk ROR2 CG4007,724,muscle cell cellular homeostasis [GO:0046716]; photoreceptor cell axon guidance [GO:0072499]; protein phosphorylation [GO:0006468]; rhabdomere development [GO:0042052]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],GO:0004713; GO:0004714; GO:0005524; GO:0005886; GO:0006468; GO:0007165; GO:0007169; GO:0016021; GO:0042052; GO:0046716; GO:0072499,,,,PF01392;PF00051;PF07714;,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; muscle cell cellular homeostasis [GO:0046716]; photoreceptor cell axon guidance [GO:0072499]; protein phosphorylation [GO:0006468]; rhabdomere development [GO:0042052]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]
P35992,CHOYP_PTPRB.4.4|m.66782,0,0,0,0,0,0,0,0,2.00E-88,Tyrosine-protein phosphatase 10D (EC 3.1.3.48) (Receptor-linked protein-tyrosine phosphatase 10D) (DPTP10D),Ptp10D CG1817,1990,axon guidance [GO:0007411]; central nervous system development [GO:0007417]; long-term memory [GO:0007616]; motor neuron axon guidance [GO:0008045]; open tracheal system development [GO:0007424]; protein dephosphorylation [GO:0006470],GO:0004721; GO:0004725; GO:0005001; GO:0005886; GO:0006470; GO:0007411; GO:0007417; GO:0007424; GO:0007616; GO:0008045; GO:0016021; GO:0030424; GO:0045177,,,cd00063;,PF00041;PF00102;,apical part of cell [GO:0045177]; axon [GO:0030424]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; axon guidance [GO:0007411]; central nervous system development [GO:0007417]; long-term memory [GO:0007616]; motor neuron axon guidance [GO:0008045]; open tracheal system development [GO:0007424]; protein dephosphorylation [GO:0006470]
